S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3454,15/02/2021,Delhi,636946,1031,625024,10891
3455,16/02/2021,Delhi,637087,1036,625158,10893
3456,17/02/2021,Delhi,637181,1019,625268,10894
3457,18/02/2021,Delhi,637315,1078,625343,10894
3458,19/02/2021,Delhi,637445,1053,625496,10896
3459,20/02/2021,Delhi,637603,1053,625653,10897
3460,21/02/2021,Delhi,637755,1025,625832,10898
3461,22/02/2021,Delhi,637900,1071,625929,10900
3462,23/02/2021,Delhi,638028,1041,626086,10901
3463,24/02/2021,Delhi,638173,1009,626261,10903
3464,25/02/2021,Delhi,638373,1137,626331,10905
3465,26/02/2021,Delhi,638593,1169,626519,10905
3466,27/02/2021,Delhi,638849,1231,626712,10906
3467,01/03/2021,Delhi,639289,1335,627044,10910
3468,02/03/2021,Delhi,639464,1404,627149,10911
3469,03/03/2021,Delhi,639681,1543,627227,10911
3470,04/03/2021,Delhi,639921,1584,627423,10914
3471,06/03/2021,Delhi,640494,1779,627797,10918
3472,07/03/2021,Delhi,640815,1779,628117,10919
3473,08/03/2021,Delhi,641101,1803,628377,10921
3474,09/03/2021,Delhi,641340,1730,628686,10924
3475,10/03/2021,Delhi,641660,1812,628920,10928
3476,11/03/2021,Delhi,642030,1900,629199,10931
3477,13/03/2021,Delhi,642870,2093,629841,10936
3478,14/03/2021,Delhi,643289,2207,630143,10939
3479,15/03/2021,Delhi,643696,2262,630493,10941
3480,26/03/2020,Goa,3,3,0,0
3481,27/03/2020,Goa,3,3,0,0
3482,28/03/2020,Goa,3,3,0,0
3483,29/03/2020,Goa,3,3,0,0
3484,30/03/2020,Goa,5,5,0,0
3485,31/03/2020,Goa,5,5,0,0
3486,01/04/2020,Goa,5,5,0,0
3487,02/04/2020,Goa,5,5,0,0
3488,03/04/2020,Goa,6,6,0,0
3489,04/04/2020,Goa,6,6,0,0
3490,05/04/2020,Goa,7,7,0,0
3491,06/04/2020,Goa,7,7,0,0
3492,07/04/2020,Goa,7,7,0,0
3493,08/04/2020,Goa,7,7,0,0
3494,09/04/2020,Goa,7,7,0,0
3495,10/04/2020,Goa,7,7,0,0
3496,11/04/2020,Goa,7,6,1,0
3497,12/04/2020,Goa,7,2,5,0
3498,13/04/2020,Goa,7,2,5,0
3499,14/04/2020,Goa,7,2,5,0
3500,15/04/2020,Goa,7,2,5,0
3501,16/04/2020,Goa,7,2,5,0
3502,17/04/2020,Goa,7,1,6,0
3503,18/04/2020,Goa,7,1,6,0
3504,19/04/2020,Goa,7,1,6,0
3505,20/04/2020,Goa,7,0,7,0
3506,21/04/2020,Goa,7,0,7,0
3507,22/04/2020,Goa,7,0,7,0
3508,23/04/2020,Goa,7,0,7,0
3509,24/04/2020,Goa,7,0,7,0
3510,25/04/2020,Goa,7,0,7,0
3511,26/04/2020,Goa,7,0,7,0
3512,27/04/2020,Goa,7,0,7,0
3513,28/04/2020,Goa,7,0,7,0
3514,29/04/2020,Goa,7,0,7,0
3515,30/04/2020,Goa,7,0,7,0
3516,01/05/2020,Goa,7,0,7,0
3517,02/05/2020,Goa,7,0,7,0
3518,03/05/2020,Goa,7,0,7,0
3519,04/05/2020,Goa,7,0,7,0
3520,05/05/2020,Goa,7,0,7,0
3521,06/05/2020,Goa,7,0,7,0
3522,07/05/2020,Goa,7,0,7,0
3523,08/05/2020,Goa,7,0,7,0
3524,09/05/2020,Goa,7,0,7,0
3525,10/05/2020,Goa,7,0,7,0
3526,11/05/2020,Goa,7,0,7,0
3527,12/05/2020,Goa,7,0,7,0
3528,13/05/2020,Goa,7,0,7,0
3529,14/05/2020,Goa,7,0,7,0
3530,15/05/2020,Goa,14,7,7,0
3531,16/05/2020,Goa,15,8,7,0
3532,17/05/2020,Goa,17,10,7,0
3533,18/05/2020,Goa,29,22,7,0
3534,19/05/2020,Goa,38,31,7,0
3535,20/05/2020,Goa,46,39,7,0
3536,21/05/2020,Goa,50,43,7,0
3537,22/05/2020,Goa,52,45,7,0
3538,23/05/2020,Goa,54,38,16,0
3539,24/05/2020,Goa,55,39,16,0
3540,25/05/2020,Goa,66,47,19,0
3541,26/05/2020,Goa,67,48,19,0
3542,27/05/2020,Goa,67,39,28,0
3543,28/05/2020,Goa,68,31,37,0
3544,29/05/2020,Goa,69,31,38,0
3545,30/05/2020,Goa,69,28,41,0
3546,31/05/2020,Goa,70,29,41,0
3547,01/06/2020,Goa,70,28,42,0
3548,02/06/2020,Goa,71,29,42,0
3549,03/06/2020,Goa,79,22,57,0
3550,04/06/2020,Goa,79,22,57,0
3551,05/06/2020,Goa,166,109,57,0
3552,06/06/2020,Goa,196,131,65,0
3553,07/06/2020,Goa,267,202,65,0
3554,08/06/2020,Goa,300,235,65,0
3555,09/06/2020,Goa,330,263,67,0
3556,10/06/2020,Goa,359,292,67,0
3557,11/06/2020,Goa,387,320,67,0
3558,12/06/2020,Goa,417,350,67,0
3559,13/06/2020,Goa,463,394,69,0
3560,14/06/2020,Goa,523,453,70,0
3561,15/06/2020,Goa,564,490,74,0
3562,16/06/2020,Goa,592,507,85,0
3563,17/06/2020,Goa,629,544,85,0
3564,18/06/2020,Goa,656,560,96,0
3565,19/06/2020,Goa,705,596,109,0
3566,20/06/2020,Goa,725,607,118,0
3567,21/06/2020,Goa,754,625,129,0
3568,22/06/2020,Goa,754,625,129,0
3569,23/06/2020,Goa,864,711,152,1
3570,24/06/2020,Goa,909,703,205,1
3571,25/06/2020,Goa,951,660,289,2
3572,26/06/2020,Goa,995,658,335,2
3573,27/06/2020,Goa,1039,667,370,2
3574,28/06/2020,Goa,1128,706,420,2
3575,29/06/2020,Goa,1198,717,478,3
3576,30/06/2020,Goa,1198,717,478,3
3577,01/07/2020,Goa,1315,716,596,3
3578,02/07/2020,Goa,1387,713,670,4
3579,03/07/2020,Goa,1482,744,734,4
3580,04/07/2020,Goa,1482,744,734,4
3581,05/07/2020,Goa,1684,853,825,6
3582,06/07/2020,Goa,1761,818,936,7
3583,07/07/2020,Goa,1813,745,1061,7
3584,08/07/2020,Goa,1903,739,1156,8
3585,09/07/2020,Goa,2039,824,1207,8
3586,10/07/2020,Goa,2151,869,1273,9
3587,11/07/2020,Goa,2251,895,1347,9
3588,12/07/2020,Goa,2368,928,1428,12
3589,13/07/2020,Goa,2453,952,1487,14
3590,14/07/2020,Goa,2583,1026,1540,17
3591,15/07/2020,Goa,2753,1128,1607,18
3592,16/07/2020,Goa,2951,1259,1674,18
3593,17/07/2020,Goa,3108,1272,1817,19
3594,18/07/2020,Goa,3304,1337,1946,21
3595,19/07/2020,Goa,3484,1425,2038,21
3596,20/07/2020,Goa,3657,1417,2218,22
3597,21/07/2020,Goa,3853,1469,2361,23
3598,22/07/2020,Goa,4027,1552,2449,26
3599,23/07/2020,Goa,4176,1607,2541,28
3600,24/07/2020,Goa,4350,1666,2655,29
3601,25/07/2020,Goa,4540,1646,2865,29
3602,26/07/2020,Goa,4686,1606,3047,33
3603,27/07/2020,Goa,4861,1549,3277,35
3604,28/07/2020,Goa,5119,1673,3410,36
3605,29/07/2020,Goa,5287,1656,3595,36
3606,30/07/2020,Goa,5489,1666,3784,39
3607,31/07/2020,Goa,5704,1657,4005,42
3608,01/08/2020,Goa,5913,1657,4211,45
3609,02/08/2020,Goa,6193,1707,4438,48
3610,03/08/2020,Goa,6530,1809,4668,53
3611,04/08/2020,Goa,6816,1884,4876,56
3612,05/08/2020,Goa,7075,1901,5114,60
3613,06/08/2020,Goa,7423,2072,5287,64
3614,07/08/2020,Goa,7614,2095,5453,66
3615,08/08/2020,Goa,7947,2282,5595,70
3616,09/08/2020,Goa,8206,2332,5802,72
3617,10/08/2020,Goa,8712,2642,5995,75
3618,11/08/2020,Goa,9029,2741,6208,80
3619,12/08/2020,Goa,9444,2878,6480,86
3620,13/08/2020,Goa,9924,3194,6641,89
3621,14/08/2020,Goa,10494,3491,6912,91
3622,15/08/2020,Goa,10970,3720,7157,93
3623,16/08/2020,Goa,11339,3753,7488,98
3624,17/08/2020,Goa,11639,3760,7775,104
3625,18/08/2020,Goa,11994,3825,8058,111
3626,19/08/2020,Goa,12333,3861,8356,116
3627,20/08/2020,Goa,12675,3838,8713,124
3628,21/08/2020,Goa,13099,3910,9063,126
3629,22/08/2020,Goa,13484,3809,9540,135
3630,23/08/2020,Goa,13790,3631,10019,140
3631,24/08/2020,Goa,13999,3383,10472,144
3632,25/08/2020,Goa,14138,3081,10909,148
3633,26/08/2020,Goa,14530,3149,11224,157
3634,27/08/2020,Goa,15027,3351,11511,165
3635,28/08/2020,Goa,15483,3445,11867,171
3636,29/08/2020,Goa,16006,3535,12296,175
3637,30/08/2020,Goa,16553,3646,12729,178
3638,31/08/2020,Goa,17004,3635,13186,183
3639,01/09/2020,Goa,17418,3649,13577,192
3640,02/09/2020,Goa,18006,3962,13850,194
3641,03/09/2020,Goa,18642,4379,14059,204
3642,04/09/2020,Goa,19355,4782,14361,212
3643,05/09/2020,Goa,19863,4896,14747,220
3644,06/09/2020,Goa,20455,4945,15281,229
3645,07/09/2020,Goa,20829,4754,15839,236
3646,08/09/2020,Goa,21173,4501,16427,245
3647,09/09/2020,Goa,21630,4499,16875,256
3648,10/09/2020,Goa,22251,4833,17156,262
3649,11/09/2020,Goa,22890,5030,17592,268
3650,12/09/2020,Goa,23445,5104,18065,276
3651,13/09/2020,Goa,24185,5323,18576,286
3652,14/09/2020,Goa,24592,5173,19129,290
3653,15/09/2020,Goa,24898,4946,19648,304
3654,16/09/2020,Goa,25511,5102,20094,315
3655,17/09/2020,Goa,26139,5375,20445,319
3656,18/09/2020,Goa,26783,5612,20844,327
3657,19/09/2020,Goa,27379,5730,21314,335
3658,20/09/2020,Goa,28022,5920,21760,342
3659,21/09/2020,Goa,28429,5781,22297,351
3660,22/09/2020,Goa,28753,5667,22726,360
3661,23/09/2020,Goa,29343,5513,23462,368
3662,24/09/2020,Goa,29879,5646,23857,376
3663,25/09/2020,Goa,30552,5822,24347,383
3664,26/09/2020,Goa,31071,5614,25071,386
3665,27/09/2020,Goa,31574,5424,25759,391
3666,28/09/2020,Goa,31958,5097,26460,401
3667,29/09/2020,Goa,32396,4917,27072,407
3668,30/09/2020,Goa,32777,4577,27781,419
3669,01/10/2020,Goa,33418,4865,28125,428
3670,02/10/2020,Goa,33942,4977,28525,440
3671,03/10/2020,Goa,34455,5009,29004,442
3672,04/10/2020,Goa,34900,4923,29527,450
3673,05/10/2020,Goa,35328,4839,30033,456
3674,06/10/2020,Goa,35719,4803,30456,460
3675,07/10/2020,Goa,36238,4720,31050,468
3676,08/10/2020,Goa,36670,4749,31444,477
3677,09/10/2020,Goa,37102,4716,31902,484
3678,10/10/2020,Goa,37591,4783,32317,491
3679,11/10/2020,Goa,37934,4658,32777,499
3680,12/10/2020,Goa,38366,4656,33203,507
3681,13/10/2020,Goa,38674,4465,33698,511
3682,14/10/2020,Goa,39082,4316,34252,514
3683,15/10/2020,Goa,39438,4188,34731,519
3684,16/10/2020,Goa,39770,4084,35161,525
3685,17/10/2020,Goa,40091,3950,35610,531
3686,18/10/2020,Goa,40400,3827,36035,538
3687,19/10/2020,Goa,40587,3648,36395,544
3688,20/10/2020,Goa,40746,3283,36914,549
3689,21/10/2020,Goa,41031,3201,37275,555
3690,22/10/2020,Goa,41339,3099,37683,557
3691,23/10/2020,Goa,41586,2991,38031,564
3692,24/10/2020,Goa,41813,2824,38421,568
3693,25/10/2020,Goa,42031,2692,38769,570
3694,26/10/2020,Goa,42242,2576,39090,576
3695,27/10/2020,Goa,42532,2517,39433,582
3696,28/10/2020,Goa,42747,2384,39778,585
3697,29/10/2020,Goa,42968,2402,39974,592
3698,30/10/2020,Goa,43201,2436,40168,597
3699,31/10/2020,Goa,43416,2405,40409,602
3700,01/11/2020,Goa,43626,2344,40678,604
3701,02/11/2020,Goa,43768,2244,40915,609
3702,03/11/2020,Goa,43954,2215,41123,616
3703,04/11/2020,Goa,44189,2209,41362,618
3704,05/11/2020,Goa,44372,2135,41611,626
3705,06/11/2020,Goa,44544,2065,41849,630
3706,07/11/2020,Goa,44747,2058,42056,633
3707,08/11/2020,Goa,44916,2036,42239,641
3708,09/11/2020,Goa,45065,1976,42446,643
3709,10/11/2020,Goa,45209,1884,42678,647
3710,11/11/2020,Goa,45389,1861,42877,651
3711,12/11/2020,Goa,45498,1813,43029,656
3712,13/11/2020,Goa,45605,1728,43221,656
3713,14/11/2020,Goa,45761,1715,43388,658
3714,15/11/2020,Goa,45845,1653,43533,659
3715,16/11/2020,Goa,45903,1585,43656,662
3716,17/11/2020,Goa,46028,1424,43941,663
3717,18/11/2020,Goa,46182,1383,44132,667
3718,19/11/2020,Goa,46344,1364,44310,670
3719,20/11/2020,Goa,46480,1343,44467,670
3720,21/11/2020,Goa,46632,1295,44665,672
3721,22/11/2020,Goa,46748,1261,44812,675
3722,23/11/2020,Goa,46826,1170,44979,677
3723,24/11/2020,Goa,46901,1141,45083,677
3724,25/11/2020,Goa,47068,1221,45168,679
3725,26/11/2020,Goa,47193,1281,45229,683
3726,27/11/2020,Goa,47341,1316,45340,685
3727,28/11/2020,Goa,47491,1313,45492,686
3728,29/11/2020,Goa,47689,1348,45655,686
3729,30/11/2020,Goa,47804,1327,45790,687
3730,01/12/2020,Goa,47963,1335,45940,688
3731,02/12/2020,Goa,48124,1366,46068,690
3732,03/12/2020,Goa,48241,1416,46132,693
3733,04/12/2020,Goa,48365,1418,46251,696
3734,05/12/2020,Goa,48459,1388,46375,696
3735,06/12/2020,Goa,48574,1384,46493,697
3736,07/12/2020,Goa,48686,1364,46624,698
3737,08/12/2020,Goa,48776,1297,46778,701
3738,09/12/2020,Goa,48935,1310,46924,701
3739,10/12/2020,Goa,49036,1277,47056,703
3740,11/12/2020,Goa,49131,1213,47215,703
3741,12/12/2020,Goa,49235,1187,47345,703
3742,13/12/2020,Goa,49305,1111,47489,705
3743,14/12/2020,Goa,49362,1066,47590,706
3744,15/12/2020,Goa,49474,1030,47737,707
3745,17/12/2020,Goa,49657,979,47965,713
3746,18/12/2020,Goa,49745,975,48054,716
3747,19/12/2020,Goa,49849,961,48170,718
3748,20/12/2020,Goa,49976,978,48280,718
3749,21/12/2020,Goa,50064,972,48371,721
3750,22/12/2020,Goa,50143,941,48479,723
3751,23/12/2020,Goa,50239,947,48567,725
3752,24/12/2020,Goa,50364,1000,48637,727
3753,25/12/2020,Goa,50454,1001,48725,728
3754,26/12/2020,Goa,50534,980,48826,728
3755,27/12/2020,Goa,50595,951,48913,731
3756,28/12/2020,Goa,50667,944,48992,731
3757,29/12/2020,Goa,50772,955,49083,734
3758,30/12/2020,Goa,50884,950,49199,735
3759,31/12/2020,Goa,50981,931,49313,737
3760,03/01/2021,Goa,51230,921,49570,739
3761,04/01/2021,Goa,51295,901,49653,741
3762,05/01/2021,Goa,51335,851,49741,743
3763,06/01/2021,Goa,51415,860,49811,744
3764,07/01/2021,Goa,51507,870,49893,744
3765,08/01/2021,Goa,51626,899,49983,744
3766,09/01/2021,Goa,51709,877,50088,744
3767,10/01/2021,Goa,51790,867,50177,746
3768,11/01/2021,Goa,51856,832,50277,747
3769,12/01/2021,Goa,51891,799,50343,749
3770,13/01/2021,Goa,51983,797,50437,749
3771,14/01/2021,Goa,52079,814,50515,750
3772,15/01/2021,Goa,52182,848,50582,752
3773,16/01/2021,Goa,52262,866,50643,753
3774,17/01/2021,Goa,52345,877,50712,756
3775,18/01/2021,Goa,52405,878,50771,756
3776,19/01/2021,Goa,52458,865,50837,756
3777,20/01/2021,Goa,52570,862,50952,756
3778,21/01/2021,Goa,52657,865,51036,756
3779,22/01/2021,Goa,52712,865,51090,757
3780,23/01/2021,Goa,52782,854,51170,758
3781,24/01/2021,Goa,52867,873,51233,761
3782,25/01/2021,Goa,52920,824,51335,761
3783,27/01/2021,Goa,53047,774,51510,763
3784,28/01/2021,Goa,53100,737,51600,763
3785,29/01/2021,Goa,53185,768,51652,765
3786,30/01/2021,Goa,53263,742,51755,766
3787,31/01/2021,Goa,53356,759,51831,766
3788,01/02/2021,Goa,53409,750,51891,768
3789,02/02/2021,Goa,53469,724,51977,768
3790,03/02/2021,Goa,53575,768,52039,768
3791,04/02/2021,Goa,53638,761,52109,768
3792,05/02/2021,Goa,53717,782,52165,770
3793,06/02/2021,Goa,53773,760,52243,770
3794,07/02/2021,Goa,53838,769,52299,770
3795,08/02/2021,Goa,53880,761,52347,772
3796,09/02/2021,Goa,53937,733,52432,772
3797,10/02/2021,Goa,53996,692,52530,774
3798,11/02/2021,Goa,54068,698,52594,776
3799,12/02/2021,Goa,54113,684,52653,776
3800,13/02/2021,Goa,54152,595,52780,777
3801,14/02/2021,Goa,54193,584,52831,778
3802,15/02/2021,Goa,54235,546,52910,779
3803,16/02/2021,Goa,54275,525,52969,781
3804,17/02/2021,Goa,54323,504,53035,784
3805,18/02/2021,Goa,54369,509,53074,786
3806,19/02/2021,Goa,54421,510,53125,786
3807,20/02/2021,Goa,54466,498,53181,787
3808,21/02/2021,Goa,54523,493,53243,787
3809,22/02/2021,Goa,54562,488,53287,787
3810,23/02/2021,Goa,54591,464,53340,787
3811,24/02/2021,Goa,54648,479,53381,788
3812,25/02/2021,Goa,54700,495,53416,789
3813,26/02/2021,Goa,54771,531,53449,791
3814,27/02/2021,Goa,54871,587,53490,794
3815,01/03/2021,Goa,54986,606,53585,795
3816,02/03/2021,Goa,55026,583,53647,796
3817,03/03/2021,Goa,55073,582,53695,796
3818,04/03/2021,Goa,55143,610,53737,796
3819,06/03/2021,Goa,55291,675,53817,799
3820,07/03/2021,Goa,55361,700,53862,799
3821,08/03/2021,Goa,55409,688,53922,799
3822,09/03/2021,Goa,55463,632,54032,799
3823,10/03/2021,Goa,55538,663,54073,802
3824,11/03/2021,Goa,55607,675,54130,802
3825,13/03/2021,Goa,55758,745,54209,804
3826,14/03/2021,Goa,55851,767,54279,805
3827,15/03/2021,Goa,55917,749,54362,806
3828,20/03/2020,Gujarat,2,2,0,0
3829,21/03/2020,Gujarat,7,7,0,0
3830,22/03/2020,Gujarat,18,17,0,1
3831,23/03/2020,Gujarat,29,28,0,1
3832,24/03/2020,Gujarat,29,28,0,1
3833,25/03/2020,Gujarat,33,32,0,1
3834,26/03/2020,Gujarat,38,36,0,2
3835,27/03/2020,Gujarat,43,40,0,3
3836,28/03/2020,Gujarat,45,42,0,3
3837,29/03/2020,Gujarat,53,49,0,4
3838,30/03/2020,Gujarat,58,52,1,5
3839,31/03/2020,Gujarat,73,64,3,6
3840,01/04/2020,Gujarat,74,63,5,6
3841,02/04/2020,Gujarat,82,71,5,6
3842,03/04/2020,Gujarat,87,72,8,7
3843,04/04/2020,Gujarat,95,76,10,9
3844,05/04/2020,Gujarat,105,81,14,10
3845,06/04/2020,Gujarat,122,93,18,11
3846,07/04/2020,Gujarat,144,110,22,12
3847,08/04/2020,Gujarat,165,127,25,13
3848,09/04/2020,Gujarat,179,138,25,16
3849,10/04/2020,Gujarat,241,198,26,17
3850,11/04/2020,Gujarat,308,258,31,19
3851,12/04/2020,Gujarat,432,366,44,22
3852,13/04/2020,Gujarat,516,447,44,25
3853,14/04/2020,Gujarat,539,459,54,26
3854,15/04/2020,Gujarat,650,563,59,28
3855,16/04/2020,Gujarat,766,669,64,33
3856,17/04/2020,Gujarat,930,821,73,36
3857,18/04/2020,Gujarat,1099,972,86,41
3858,19/04/2020,Gujarat,1376,1230,93,53
3859,20/04/2020,Gujarat,1743,1575,105,63
3860,21/04/2020,Gujarat,1939,1737,131,71
3861,22/04/2020,Gujarat,2178,1949,139,90
3862,23/04/2020,Gujarat,2407,2125,179,103
3863,24/04/2020,Gujarat,2624,2254,258,112
3864,25/04/2020,Gujarat,2815,2423,265,127
3865,26/04/2020,Gujarat,3071,2656,282,133
3866,27/04/2020,Gujarat,3301,2837,313,151
3867,28/04/2020,Gujarat,3548,2992,394,162
3868,29/04/2020,Gujarat,3744,3129,434,181
3869,30/04/2020,Gujarat,4082,3358,527,197
3870,01/05/2020,Gujarat,4395,3568,613,214
3871,02/05/2020,Gujarat,4721,3750,735,236
3872,03/05/2020,Gujarat,5054,3896,896,262
3873,04/05/2020,Gujarat,5428,4096,1042,290
3874,05/05/2020,Gujarat,5804,4290,1195,319
3875,06/05/2020,Gujarat,6245,4496,1381,368
3876,07/05/2020,Gujarat,6625,4729,1500,396
3877,08/05/2020,Gujarat,7012,4878,1709,425
3878,09/05/2020,Gujarat,7402,5081,1872,449
3879,10/05/2020,Gujarat,7796,5233,2091,472
3880,11/05/2020,Gujarat,8194,5156,2545,493
3881,12/05/2020,Gujarat,8541,5248,2780,513
3882,13/05/2020,Gujarat,8903,5120,3246,537
3883,14/05/2020,Gujarat,9267,5139,3562,566
3884,15/05/2020,Gujarat,9591,5252,3753,586
3885,16/05/2020,Gujarat,9931,5290,4035,606
3886,17/05/2020,Gujarat,10988,6055,4308,625
3887,18/05/2020,Gujarat,11379,6221,4499,659
3888,19/05/2020,Gujarat,11745,6247,4804,694
3889,20/05/2020,Gujarat,12140,6378,5043,719
3890,21/05/2020,Gujarat,12537,6569,5219,749
3891,22/05/2020,Gujarat,12905,6644,5488,773
3892,23/05/2020,Gujarat,13268,6586,5880,802
3893,24/05/2020,Gujarat,13664,6666,6169,829
3894,25/05/2020,Gujarat,14056,6786,6412,858
3895,26/05/2020,Gujarat,14460,6936,6636,888
3896,27/05/2020,Gujarat,14821,6767,7139,915
3897,28/05/2020,Gujarat,15195,6708,7549,938
3898,29/05/2020,Gujarat,15562,6599,8003,960
3899,30/05/2020,Gujarat,15934,6343,8611,980
3900,31/05/2020,Gujarat,16343,6106,9230,1007
3901,01/06/2020,Gujarat,16779,5822,9919,1038
3902,02/06/2020,Gujarat,17200,5357,10780,1063
3903,03/06/2020,Gujarat,17617,4631,11894,1092
3904,04/06/2020,Gujarat,18100,4766,12212,1122
3905,05/06/2020,Gujarat,18584,4762,12667,1155
3906,06/06/2020,Gujarat,19094,4901,13003,1190
3907,07/06/2020,Gujarat,19592,5057,13316,1219
3908,08/06/2020,Gujarat,20070,5186,13635,1249
3909,09/06/2020,Gujarat,20545,5309,13956,1280
3910,10/06/2020,Gujarat,21014,5336,14365,1313
3911,11/06/2020,Gujarat,21521,5439,14735,1347
3912,12/06/2020,Gujarat,22032,5546,15101,1385
3913,13/06/2020,Gujarat,22527,5619,15493,1415
3914,14/06/2020,Gujarat,23038,5707,15883,1448
3915,15/06/2020,Gujarat,23544,5742,16325,1477
3916,16/06/2020,Gujarat,24055,5886,16664,1505
3917,17/06/2020,Gujarat,24577,5962,17082,1533
3918,18/06/2020,Gujarat,25093,6103,17430,1560
3919,19/06/2020,Gujarat,25601,6191,17819,1591
3920,20/06/2020,Gujarat,26141,6364,18159,1618
3921,21/06/2020,Gujarat,26680,6348,18694,1638
3922,22/06/2020,Gujarat,27260,6248,19349,1663
3923,23/06/2020,Gujarat,27825,6232,19909,1684
3924,24/06/2020,Gujarat,28371,6148,20513,1710
3925,25/06/2020,Gujarat,28943,6120,21088,1735
3926,26/06/2020,Gujarat,29520,6269,21498,1753
3927,27/06/2020,Gujarat,30095,6294,22030,1771
3928,28/06/2020,Gujarat,30709,6511,22409,1789
3929,29/06/2020,Gujarat,31320,6712,22800,1808
3930,30/06/2020,Gujarat,31938,6871,23240,1827
3931,01/07/2020,Gujarat,32557,7049,23662,1846
3932,02/07/2020,Gujarat,33232,7335,24030,1867
3933,03/07/2020,Gujarat,33913,7434,24593,1886
3934,04/07/2020,Gujarat,34600,7763,24933,1904
3935,05/07/2020,Gujarat,35312,7981,25406,1925
3936,06/07/2020,Gujarat,36037,8202,25892,1943
3937,07/07/2020,Gujarat,36772,8497,26315,1960
3938,08/07/2020,Gujarat,37550,8853,26720,1977
3939,09/07/2020,Gujarat,38333,9051,27289,1993
3940,10/07/2020,Gujarat,39194,9468,27718,2008
3941,11/07/2020,Gujarat,40069,9900,28147,2022
3942,12/07/2020,Gujarat,40941,10260,28649,2032
3943,13/07/2020,Gujarat,41820,10613,29162,2045
3944,14/07/2020,Gujarat,42722,10897,29770,2055
3945,15/07/2020,Gujarat,43637,11065,30503,2069
3946,16/07/2020,Gujarat,44552,11187,31286,2079
3947,17/07/2020,Gujarat,45481,11289,32103,2089
3948,18/07/2020,Gujarat,46430,11351,32973,2106
3949,19/07/2020,Gujarat,47390,11233,34035,2122
3950,20/07/2020,Gujarat,48355,11312,34901,2142
3951,21/07/2020,Gujarat,49353,11513,35678,2162
3952,22/07/2020,Gujarat,50379,11760,36423,2196
3953,23/07/2020,Gujarat,51399,11915,37260,2224
3954,24/07/2020,Gujarat,52477,12247,37978,2252
3955,25/07/2020,Gujarat,53545,12418,38849,2278
3956,26/07/2020,Gujarat,54626,12695,39631,2300
3957,27/07/2020,Gujarat,55822,13131,40365,2326
3958,28/07/2020,Gujarat,56874,13146,41380,2348
3959,29/07/2020,Gujarat,57982,13198,42412,2372
3960,30/07/2020,Gujarat,59126,13535,43195,2396
3961,31/07/2020,Gujarat,60285,13793,44074,2418
3962,01/08/2020,Gujarat,61438,14090,44907,2441
3963,02/08/2020,Gujarat,62463,14300,45699,2464
3964,03/08/2020,Gujarat,63562,14572,46504,2486
3965,04/08/2020,Gujarat,64585,14599,47478,2508
3966,05/08/2020,Gujarat,65599,14690,48376,2533
3967,06/08/2020,Gujarat,66669,14680,49433,2556
3968,07/08/2020,Gujarat,67699,14766,50350,2583
3969,08/08/2020,Gujarat,68768,14443,51720,2605
3970,09/08/2020,Gujarat,69869,14386,52855,2628
3971,10/08/2020,Gujarat,70965,14147,54166,2652
3972,11/08/2020,Gujarat,72031,14055,55304,2672
3973,12/08/2020,Gujarat,73163,14024,56444,2695
